Borough,Park or Playground,Week Start Date,Week End date,Sunday's Attendance,Monday's Attendance,Tuesday's Attendance,Wednesday's Attendance,Thursday's Attendance,Friday's Attendance,Saturday's Attendance,Total Attendance
Manhattan,Carl Schurz Park,08/04/2019,08/10/2019,0,0,0,0,0,190,150,340
Manhattan,Imagination Playground,08/04/2019,08/10/2019,0,0,102,90,88,94,83,457
Bronx,St. James Park,08/18/2019,08/24/2019,0,0,255,350,350,150,235,1340
Bronx,Arcillia playground -CPI,08/18/2019,08/24/2019,0,0,90,90,80,70,90,420
Bronx,Rev. James Polite Playground - CPI,06/18/2017,06/24/2017,0,0,40,37,27,15,0,119
Bronx,Clark Playground - CPI,08/18/2019,08/24/2019,0,0,170,150,240,100,120,780
Bronx,Claremont Park,08/18/2019,08/24/2019,0,0,70,80,85,50,90,375
Bronx,Rev. James Polite Playground - CPI,08/18/2019,08/24/2019,0,0,34,39,41,36,50,200
Bronx,Horseshoe Playground - CPI,08/18/2019,08/24/2019,0,0,60,55,70,25,60,270
Bronx,Playground 52 -CPI,08/18/2019,08/24/2019,0,0,260,250,135,95,125,865
Bronx,Dawson Playground - CPI,08/18/2019,08/24/2019,0,0,44,28,42,30,202,346
Queens,Hoover - Manton Playgrounds,08/11/2019,08/17/2019,0,0,33,24,94,67,0,218
Bronx,Slattery Playground - CPI,08/18/2019,08/24/2019,0,0,0,0,85,45,35,165
Queens,Beach 30th Playground - CPI,08/11/2019,08/17/2019,0,0,65,155,15,21,52,308
Queens,Bayswater Park - CPI,08/18/2019,08/17/2019,0,0,10,25,25,45,0,105
Bronx,Willis Playground - CPI,06/18/2017,06/24/2017,0,0,50,40,42,27,35,194
Queens,Bowne Park,08/11/2019,08/17/2019,0,0,0,0,0,131,118,249
Queens,Maple Playground - CPI,08/11/2019,08/17/2019,0,0,93,34,98,0,0,225
Queens,Addabbo Playground,08/11/2019,08/17/2019,0,0,22,67,42,58,68,257
Queens,Beach 59th Street Playground - CPI,08/11/2019,08/17/2019,0,0,16,34,129,53,0,232
Queens,Brookville Playground,08/11/2019,08/17/2019,0,0,0,0,72,55,97,224
Brooklyn,Stroud Playground,08/19/2019,08/24/2019,0,65,70,60,65,0,0,260
Brooklyn,Carroll Park,08/19/2019,08/24/2019,0,72,83,73,46,0,0,274
Brooklyn,Hattie Carthan,08/12/2019,08/17/2019,0,0,25,28,0,26,0,79
Brooklyn,Marion Hopkinson Playground - CPI,08/19/2019,08/24/2019,0,0,70,45,66,68,74,323
Brooklyn,Hamilton Metz Field,08/19/2019,08/24/2019,0,0,21,27,21,24,23,116
Manhattan,Little Flower,06/20/2017,06/24/2017,0,0,0,190,125,95,50,460
Brooklyn,Commodore Barry Park,08/12/2019,08/17/2019,0,0,90,77,0,0,93,260
Brooklyn,Commodore Barry Park,08/18/2019,08/24/2019,66,93,78,64,54,0,0,355
Brooklyn,Brower Park,08/19/2019,08/24/2019,0,0,54,57,48,60,54,273
Brooklyn,William Sheridan Playground - CPI,08/19/2019,08/24/2019,0,0,136,114,112,139,103,604
Brooklyn,Tilden Park,08/19/2019,08/24/2019,0,0,43,29,26,10,32,140
Queens,Athens Square Park - CPI,08/18/2019,08/24/2019,0,0,40,30,49,27,46,192
Brooklyn,Dyker Beach Park - CPI,08/19/2019,08/24/2019,0,70,90,70,95,95,0,420
Queens,Bowne Park,08/18/2019,08/24/2019,0,0,0,0,113,0,172,285
Brooklyn,Dr. Green Playground,08/19/2019,08/24/2019,0,0,101,118,133,128,37,517
Queens,Corona Golf Playground,08/18/2019,08/24/2019,0,0,76,73,65,0,84,298
Bronx,Flynn Playground - CPI,06/18/2017,06/24/2017,0,0,15,0,12,7,27,61
Queens,Astoria Heights Playground,08/18/2019,08/24/2019,0,0,86,79,171,76,182,594
Queens,Maple Playground - CPI,08/18/2019,08/24/2019,0,0,0,45,35,0,65,145
Queens,Beach 59th Street Playground - CPI,08/18/2019,08/24/2019,0,0,116,74,75,111,15,391
Queens,Bayswater Park - CPI,08/18/2019,08/24/2019,0,0,28,27,34,0,0,89
Queens,Juniper Park,08/18/2019,08/24/2019,0,0,54,37,42,70,0,203
Bronx,Loreto Playground,08/18/2019,08/24/2019,0,0,140,80,110,55,0,385
Queens,Beach 30th Playground - CPI,08/18/2019,08/24/2019,0,0,41,32,51,45,33,202
Bronx,Abrams Playground,08/18/2019,08/24/2019,0,0,40,50,65,85,0,240
Bronx,Willis Playground - CPI,08/18/2019,08/24/2019,0,0,0,30,55,64,95,244
Bronx,Hunts Point Playground,08/18/2019,08/24/2019,0,0,103,112,165,158,95,633
Manhattan,Bennett Playground,06/20/2017,06/24/2017,0,0,250,240,300,170,280,1240
Bronx,Drew Playground - CPI,08/18/2019,08/24/2019,0,0,142,173,130,126,0,571
Bronx,Bathgate playground -CPI,08/18/2019,08/24/2019,0,0,60,97,65,55,98,375
Bronx,PFC Lozada Playground - CPI,08/18/2019,08/24/2019,0,0,200,190,169,107,194,860
Bronx,Tremont Park,08/18/2019,08/24/2019,0,0,91,122,121,46,97,477
Brooklyn,Garibaldi Playground - CPI,08/19/2019,08/24/2019,0,0,185,103,195,92,124,699
Manhattan,Imagination Playground,08/18/2019,08/24/2019,0,0,105,77,65,0,0,247
Queens,Lou Lodati Playground (Torsney Plygd),08/18/2019,08/24/2019,0,0,121,103,125,0,97,446
Brooklyn,Sternberg Park - CPI,08/19/2019,08/24/2019,0,0,45,30,30,29,35,169
Manhattan,Happy Warrior Playground,08/18/2019,08/24/2019,0,0,0,21,43,22,50,136
Manhattan,"Martin Luther King, Jr. Playground - CPI",08/18/2019,08/24/2019,0,0,420,0,340,0,0,760
Manhattan,Tompkins Square Park - CPI,05/02/2017,05/06/2017,0,0,0,0,411,0,569,980
Manhattan,Seward Park - CPI,06/20/2017,06/24/2017,0,0,315,380,325,300,350,1670
Manhattan,Matthew Sapolin,08/18/2019,08/24/2019,0,0,48,54,60,39,0,201
Manhattan,Poor Richard's Playground - CPI,08/18/2019,08/24/2019,0,0,0,0,92,86,0,178
Manhattan,Sol Lain Playground - CPI,08/18/2019,08/24/2019,0,0,60,75,40,64,0,239
Manhattan,Seward Park - CPI,08/18/2019,08/24/2019,0,0,235,200,175,180,0,790
Manhattan,Jackie Robinson Playground - CPI,08/18/2019,08/24/2019,0,0,25,0,15,0,0,40
Manhattan,Carmansville Playground - CPI,08/18/2019,08/24/2019,0,0,425,270,250,150,0,1095
Manhattan,Union Square,08/18/2019,08/24/2019,0,0,400,310,225,110,250,1295
Manhattan,Tompkins Square Park - CPI,08/18/2019,08/24/2019,0,0,0,0,158,0,157,315
Manhattan,John Jay Park,08/18/2019,08/24/2019,0,0,350,0,315,327,350,1342
Bronx,Bathgate playground -CPI,08/25/2019,08/31/2019,0,0,58,72,69,39,83,321
Manhattan,Wright Brothers Playground,06/20/2017,06/24/2017,0,0,130,100,111,108,85,534
Bronx,Playground 52 -CPI,08/25/2019,08/31/2019,0,0,130,60,155,285,0,630
Bronx,St. James Park,08/25/2019,08/31/2019,0,0,385,140,415,375,265,1580
Bronx,Tremont Park,08/25/2019,08/31/2019,0,0,55,4,48,46,26,179
Bronx,Slattery Playground - CPI,08/25/2019,08/31/2019,0,0,75,15,65,70,40,265
Bronx,Clark Playground - CPI,08/25/2019,08/31/2019,0,0,160,20,0,120,140,440
Bronx,Arcillia playground -CPI,08/25/2019,08/31/2019,0,0,90,0,95,80,80,345
Bronx,Claremont Park,08/25/2019,08/31/2019,0,0,50,15,75,50,80,270
Brooklyn,Brower Park,08/26/2019,08/31/2019,0,0,46,50,35,31,51,213
Bronx,PFC Lozada Playground - CPI,08/25/2019,08/31/2019,0,0,157,80,189,211,215,852
Bronx,Loreto Playground,08/25/2019,08/31/2019,0,0,115,0,120,100,100,435
Manhattan,Raoul Wallenberg Playground - CPI,06/20/2017,06/24/2017,0,60,120,165,0,170,160,675
Brooklyn,Marion Hopkinson Playground - CPI,08/26/2019,08/31/2019,0,0,70,79,56,0,60,265
Bronx,Willis Playground - CPI,08/25/2019,08/31/2019,0,0,0,30,50,75,40,195
Bronx,Flynn Playground - CPI,08/25/2019,08/31/2019,0,0,70,15,100,100,65,350
Bronx,Hunts Point Playground,08/25/2019,08/31/2019,0,0,80,30,95,60,70,335
Bronx,Drew Playground - CPI,08/25/2019,08/31/2019,0,0,75,20,90,90,100,375
Bronx,Rev. James Polite Playground - CPI,08/25/2019,08/31/2019,0,0,76,0,80,72,88,316
Brooklyn,Hattie Carthan,08/19/2019,08/24/2019,0,0,25,30,24,29,28,136
Brooklyn,Hattie Carthan,08/26/2019,08/31/2019,0,0,30,26,27,0,30,113
Bronx,Abrams Playground,08/25/2019,08/31/2019,0,0,0,0,0,0,0,0
Bronx,Horseshoe Playground - CPI,08/25/2019,08/31/2019,0,0,70,20,65,50,65,270
Manhattan,Marcus Garvey,06/20/2017,06/24/2017,0,0,130,130,140,150,350,900
Brooklyn,Maria Hernandez Park,08/12/2019,08/17/2019,0,0,53,120,108,121,122,524
Bronx,Dawson Playground - CPI,08/25/2019,08/31/2019,0,0,45,3,57,41,201,347
Brooklyn,Maria Hernandez Park,08/19/2019,08/24/2019,0,0,104,108,0,0,0,212
Brooklyn,Maria Hernandez Park,08/26/2019,08/31/2019,0,0,126,97,115,0,115,453
Brooklyn,William Sheridan Playground - CPI,08/26/2019,08/31/2019,0,89,0,85,0,117,100,391
Brooklyn,Tilden Park,08/26/2019,08/31/2019,0,0,49,25,42,38,31,185
Manhattan,Poor Richard's Playground - CPI,08/25/2019,08/31/2019,0,0,89,0,86,0,83,258
Manhattan,Carmansville Playground - CPI,08/25/2019,08/31/2019,0,0,225,75,198,212,190,900
Manhattan,Matthew Sapolin,08/25/2019,08/31/2019,0,0,46,52,60,38,32,228
Manhattan,Happy Warrior Playground,08/25/2019,08/31/2019,0,0,120,0,40,40,20,220
Manhattan,Bloomingdale Playground,06/20/2017,06/24/2017,0,0,390,130,140,0,0,660
Manhattan,Jackie Robinson Playground - CPI,08/25/2019,08/31/2019,0,0,12,0,15,13,8,48
Manhattan,"Martin Luther King, Jr. Playground - CPI",08/25/2019,08/31/2019,0,0,360,0,400,0,420,1180
Manhattan,Columbus Park - CPI,08/25/2019,08/31/2019,0,0,45,0,63,81,77,266
Manhattan,Imagination Playground,08/25/2019,08/31/2019,0,0,87,65,74,94,105,425
Manhattan,Seward Park - CPI,08/25/2019,08/31/2019,0,0,200,175,220,185,0,780
Manhattan,Sol Lain Playground - CPI,08/25/2019,08/31/2019,0,0,10,55,82,80,63,290
Manhattan,Tompkins Square Park - CPI,08/25/2019,08/31/2019,0,0,163,0,196,0,89,448
Staten Island,PS55/Martinson Playground,08/18/2019,08/24/2019,0,0,70,90,105,60,105,430
Manhattan,Union Square,08/25/2019,08/31/2019,0,0,460,50,400,410,410,1730
Staten Island,PS55/Martinson Playground,08/25/2019,08/31/2019,0,0,55,35,0,115,55,260
Manhattan,Frederick Johnson Park,06/20/2017,06/24/2017,0,0,114,99,305,85,92,695
Staten Island,Levy Playground,08/18/2019,08/24/2019,0,0,56,71,139,15,0,281
Staten Island,Faber Park - CPI,08/18/2019,08/24/2019,0,0,47,16,26,14,18,121
Staten Island,Arrochar Playground,08/25/2019,08/31/2019,76,93,52,0,71,76,0,368
Staten Island,Arrochar Playground,08/18/2019,08/24/2019,107,95,81,0,94,36,0,413
Staten Island,Levy Playground,08/25/2019,08/31/2019,0,0,59,0,0,60,0,119
Staten Island,The Big Park,08/25/2019,08/31/2019,0,0,40,45,60,75,30,250
Staten Island,Schmul Playground,08/25/2019,08/31/2019,0,0,52,67,45,39,65,268
Staten Island,The Big Park,08/18/2019,08/24/2019,0,0,85,110,100,120,95,510
Staten Island,Schmul Playground,08/18/2019,08/24/2019,0,0,52,50,72,38,0,212
Queens,Astoria Heights Playground,08/25/2019,08/31/2019,0,0,0,55,140,200,0,395
Manhattan,Tompkins Square Park - CPI,06/20/2017,06/24/2017,0,0,654,671,615,490,697,3127
Queens,Beach 59th Street Playground - CPI,08/25/2019,08/31/2019,0,0,25,13,56,64,0,158
Queens,Bowne Park,08/25/2019,08/31/2019,0,0,0,0,70,34,0,104
Queens,Athens Square Park - CPI,08/25/2019,08/31/2019,0,0,90,15,85,95,0,285
Queens,Juniper Park,08/25/2019,08/31/2019,0,0,101,27,162,67,130,487
Queens,Beach 30th Playground - CPI,08/25/2019,08/31/2019,0,0,15,0,43,61,0,119
Queens,Colden Playground - CPI,08/25/2019,08/31/2019,0,0,0,0,0,94,0,94
Brooklyn,Sternberg Park - CPI,08/26/2019,08/31/2019,0,0,40,30,0,45,50,165
Queens,Corona Golf Playground,08/25/2019,08/31/2019,0,0,78,56,67,82,91,374
Brooklyn,Garibaldi Playground - CPI,08/26/2019,08/31/2019,0,0,194,183,173,231,193,974
Brooklyn,Seth Low - CPI,08/26/2019,08/31/2019,0,0,230,0,0,205,200,635
Manhattan,White Park - CPI,06/20/2017,06/24/2017,0,0,45,0,102,29,275,451
Brooklyn,Seth Low - CPI,08/19/2019,08/24/2019,0,0,0,240,254,160,240,894
Brooklyn,Stroud Playground,08/26/2019,08/31/2019,0,60,55,45,60,55,0,275
Brooklyn,Dyker Beach Park - CPI,08/26/2019,08/31/2019,0,80,100,95,0,110,0,385
Brooklyn,Brownsville Playground,08/12/2019,08/17/2019,0,65,90,100,93,52,0,400
Brooklyn,Brownsville Playground,08/26/2019,08/31/2019,0,60,55,70,107,156,0,448
Brooklyn,Hamilton Metz Field,08/26/2019,08/31/2019,0,0,22,28,28,19,25,122
Brooklyn,Brownsville Playground,08/19/2019,08/24/2019,0,50,80,51,40,40,0,261
Brooklyn,Dr. Green Playground,08/26/2019,08/31/2019,0,0,45,60,55,70,75,305
Bronx,Hunts Point Playground,09/01/2019,09/07/2019,0,0,150,181,100,0,0,431
Bronx,Playground 52 -CPI,09/01/2019,09/07/2019,0,0,180,105,80,0,0,365
Brooklyn,Lincoln Terrace Park,06/18/2017,06/24/2017,0,0,300,250,350,300,0,1200
Bronx,Rev. James Polite Playground - CPI,09/01/2019,09/07/2019,0,0,46,71,62,0,0,179
Bronx,Clark Playground - CPI,09/01/2019,09/07/2019,0,0,90,120,100,0,0,310
Bronx,Horseshoe Playground - CPI,09/01/2019,09/07/2019,0,0,50,20,15,0,0,85
Bronx,Dawson Playground - CPI,09/01/2019,09/07/2019,0,0,39,32,2,0,0,73
Bronx,Willis Playground - CPI,09/01/2019,09/07/2019,0,0,20,15,30,0,0,65
Bronx,Arcillia playground -CPI,09/01/2019,09/07/2019,0,0,70,80,80,0,0,230
Bronx,PFC Lozada Playground - CPI,09/01/2019,09/07/2019,0,0,170,198,132,0,200,700
Bronx,Claremont Park,09/01/2019,09/07/2019,0,0,80,55,70,0,0,205
Bronx,Bathgate playground -CPI,09/01/2019,09/07/2019,0,0,65,60,46,0,0,171
Bronx,Slattery Playground - CPI,09/01/2019,09/07/2019,0,0,65,70,95,0,0,230
Manhattan,J Hood Wright - CPI,06/20/2017,06/24/2017,0,0,158,124,108,70,0,460
Brooklyn,Carroll Park,08/26/2019,08/31/2019,0,90,85,120,100,75,0,470
Bronx,Flynn Playground - CPI,09/01/2019,09/07/2019,0,0,50,55,80,0,0,185
Bronx,Slattery Playground - CPI,09/01/2019,09/07/2019,0,0,65,70,95,0,0,230
Brooklyn,Hamilton Metz Field,09/02/2019,09/07/2019,0,0,26,38,22,28,15,129
Brooklyn,Dreier Offerman - CPI,08/19/2019,08/24/2019,0,0,28,33,0,35,0,96
Brooklyn,Dreier Offerman - CPI,08/12/2019,08/17/2019,0,0,26,35,31,29,32,153
Brooklyn,Stroud Playground,09/02/2019,09/07/2019,0,0,85,50,65,80,0,280
Brooklyn,Dyker Beach Park - CPI,09/02/2019,09/07/2019,0,0,75,75,85,0,0,235
Brooklyn,Sternberg Park - CPI,09/02/2019,09/07/2019,0,0,45,40,45,30,45,205
Brooklyn,Marion Hopkinson Playground - CPI,09/02/2019,09/07/2019,0,0,80,69,67,75,60,351
Staten Island,Faber Park - CPI,04/17/2017,04/22/2017,0,0,90,75,0,0,0,165
Manhattan,Union Square,05/02/2017,05/06/2017,0,0,85,80,250,0,200,615
Manhattan,Poor Richard's Playground - CPI,06/20/2017,06/24/2017,0,0,30,100,75,50,100,355
Brooklyn,Brower Park,09/02/2019,09/07/2019,0,0,58,72,63,72,68,333
Manhattan,Sol Lain Playground - CPI,09/01/2019,09/07/2019,0,0,62,57,75,0,0,194
Manhattan,Columbus Park - CPI,09/01/2019,09/07/2019,0,0,61,59,65,0,0,185
Manhattan,Jackie Robinson Playground - CPI,09/01/2019,09/07/2019,0,0,15,17,21,0,0,53
Manhattan,Imagination Playground,09/01/2019,09/07/2019,0,0,142,85,107,121,110,565
Manhattan,Seward Park - CPI,09/01/2019,09/07/2019,0,0,175,180,125,50,0,530
Manhattan,Happy Warrior Playground,09/01/2019,09/07/2019,0,0,22,0,21,12,0,55
Manhattan,Union Square,09/01/2019,09/07/2019,0,0,480,430,290,150,0,1350
Manhattan,Carmansville Playground - CPI,09/01/2019,09/07/2019,0,0,182,169,199,0,0,550
Manhattan,"Martin Luther King, Jr. Playground - CPI",09/01/2019,09/07/2019,0,0,370,440,330,0,0,1140
Brooklyn,Betsy Head Playground,06/10/2017,06/10/2017,0,0,0,0,0,0,0,0
Manhattan,Tompkins Square Park - CPI,09/01/2019,09/07/2019,0,0,239,207,0,0,0,446
Manhattan,Poor Richard's Playground - CPI,09/01/2019,09/07/2019,0,0,72,67,142,0,0,281
Manhattan,Thomas Jefferson Park,09/01/2019,09/07/2019,0,0,240,150,400,410,0,1200
Manhattan,John Jay Park,08/25/2019,08/31/2019,0,0,375,125,349,0,0,849
Manhattan,John Jay Park,09/01/2019,09/07/2019,0,0,0,224,215,116,0,555
Queens,Beach 59th Street Playground - CPI,09/01/2019,09/07/2019,0,0,33,0,26,0,30,89
Queens,Athens Square Park - CPI,09/01/2019,09/07/2019,0,0,72,80,163,33,61,409
Queens,Beach 30th Playground - CPI,09/01/2019,09/07/2019,0,0,34,0,0,0,42,76
Queens,Bowne Park,09/01/2019,09/07/2019,0,0,0,0,18,4,142,164
Bronx,Slattery Playground - CPI,09/08/2019,09/14/2019,0,0,0,130,0,130,70,330
Manhattan,Frederick Johnson Park,06/13/2017,06/17/2017,0,0,0,0,0,56,30,86
Bronx,Bathgate playground -CPI,09/08/2019,09/14/2019,0,0,57,25,35,0,50,167
Queens,Astoria Heights Playground,09/01/2019,09/07/2019,0,0,157,132,79,14,0,382
Bronx,PFC Lozada Playground - CPI,09/08/2019,09/14/2019,0,0,0,168,0,178,198,544
Bronx,Rev. James Polite Playground - CPI,09/08/2019,09/14/2019,0,0,0,50,0,35,49,134
Bronx,Claremont Park,09/08/2019,09/14/2019,0,0,0,70,0,80,75,225
Bronx,Dawson Playground - CPI,09/08/2019,09/14/2019,0,0,0,38,0,0,68,106
Bronx,Playground 52 -CPI,09/08/2019,09/14/2019,0,0,0,100,0,145,125,370
Bronx,Horseshoe Playground - CPI,09/08/2019,09/14/2019,0,0,0,0,0,25,46,71
Bronx,Flynn Playground - CPI,09/08/2019,09/14/2019,0,0,0,70,0,80,70,220
Bronx,Clark Playground - CPI,09/08/2019,09/14/2019,0,0,0,120,0,180,110,410
Brooklyn,Betsy Head Playground,06/18/2017,06/23/2017,0,0,65,70,50,70,80,335
Bronx,Willis Playground - CPI,09/08/2019,09/14/2019,0,0,0,0,0,30,40,70
Bronx,Arcillia playground -CPI,09/08/2019,09/14/2019,0,0,0,0,0,40,0,40
Bronx,Hunts Point Playground,09/08/2019,09/14/2019,0,0,0,60,0,80,80,220
Brooklyn,William Sheridan Playground - CPI,09/02/2019,09/07/2019,0,0,89,95,166,39,0,389
Brooklyn,Hamilton Metz Field,09/09/2019,09/14/2019,0,0,20,20,25,21,19,105
Brooklyn,Stroud Playground,09/09/2019,09/14/2019,0,70,65,80,55,65,0,335
Brooklyn,Seth Low - CPI,09/09/2019,09/14/2019,0,0,170,245,165,205,0,785
Brooklyn,Seth Low - CPI,09/02/2019,09/07/2019,0,0,355,145,195,184,222,1101
Brooklyn,Garibaldi Playground - CPI,09/02/2019,09/07/2019,0,0,158,197,147,110,129,741
Brooklyn,Dreier Offerman - CPI,09/02/2019,09/07/2019,0,0,85,0,0,120,155,360
Brooklyn,St Andrew's Playground - CPI,06/18/2017,06/23/2017,0,0,55,45,60,60,80,300
Brooklyn,William Sheridan Playground - CPI,09/09/2019,09/14/2019,0,0,139,99,107,98,0,443
Manhattan,Carmansville Playground - CPI,09/08/2019,09/14/2019,0,0,198,170,120,203,154,845
Manhattan,Jackie Robinson Playground - CPI,09/08/2019,09/14/2019,0,0,8,6,6,4,15,39
Manhattan,Thomas Jefferson Park,09/08/2019,09/14/2019,0,0,430,350,90,200,250,1320
Manhattan,Poor Richard's Playground - CPI,09/08/2019,09/14/2019,0,0,129,136,0,115,0,380
Manhattan,"Martin Luther King, Jr. Playground - CPI",09/08/2019,09/14/2019,0,0,360,280,0,0,180,820
Manhattan,John Jay Park,09/08/2019,09/14/2019,0,0,375,400,390,425,315,1905
Manhattan,Imagination Playground,09/08/2019,09/14/2019,0,0,106,102,96,87,92,483
Manhattan,Happy Warrior Playground,09/08/2019,09/14/2019,0,0,102,145,60,120,30,457
Brooklyn,Brower Park,09/09/2019,09/14/2019,0,0,63,51,51,57,0,222
Brooklyn,Kaiser Park,06/18/2017,06/23/2017,0,0,84,92,87,98,109,470
Brooklyn,Hattie Carthan,09/02/2019,09/07/2019,0,0,26,26,25,18,0,95
Brooklyn,Marion Hopkinson Playground - CPI,09/09/2019,09/14/2019,0,0,71,51,60,80,0,262
Brooklyn,Dyker Beach Park - CPI,09/09/2019,09/14/2019,0,65,100,90,115,80,0,450
Brooklyn,Hattie Carthan,09/09/2019,09/14/2019,0,0,35,26,26,30,0,117
Manhattan,Tompkins Square Park - CPI,09/08/2019,09/14/2019,0,0,143,101,0,193,109,546
Brooklyn,Dreier Offerman - CPI,08/26/2019,08/31/2019,0,0,30,27,37,28,31,153
Manhattan,Sol Lain Playground - CPI,09/08/2019,09/14/2019,0,0,72,55,42,67,51,287
Brooklyn,Dreier Offerman - CPI,09/09/2019,09/14/2019,0,0,27,25,20,33,31,136
Manhattan,Union Square,09/08/2019,09/14/2019,0,0,290,310,0,120,290,1010
Queens,Beach 30th Playground - CPI,09/08/2019,09/14/2019,0,0,15,0,43,61,0,119
Brooklyn,Marion Hopkinson Playground - CPI,06/18/2017,06/23/2017,0,15,16,15,18,17,0,81
Queens,Astoria Heights Playground,09/08/2019,09/14/2019,0,0,117,97,56,102,0,372
Queens,Beach 59th Street Playground - CPI,09/08/2019,09/14/2019,0,0,0,0,0,0,0,0
Manhattan,Seward Park - CPI,09/08/2019,09/14/2019,0,0,140,175,0,280,0,595
Queens,Liberty Park,08/04/2019,08/10/2019,0,0,20,10,15,5,0,50
Queens,Liberty Park,07/28/2019,08/03/2019,0,0,24,0,0,0,0,24
Queens,Liberty Park,08/18/2019,08/24/2019,0,0,33,29,12,31,47,152
Queens,Liberty Park,09/01/2019,09/07/2019,0,0,12,18,20,21,28,99
Queens,Bowne Park,09/08/2019,09/14/2019,0,0,0,0,14,14,0,28
Queens,Liberty Park,09/08/2019,09/14/2019,23,0,0,0,0,0,0,23
Brooklyn,Seth Low,06/18/2017,06/23/2017,0,0,81,101,93,79,110,464
Queens,Athens Square Park - CPI,09/08/2019,09/14/2019,0,0,104,103,66,110,0,383
Staten Island,The Big Park,09/01/2019,09/07/2019,0,0,43,56,70,21,32,222
Staten Island,Arrochar Playground,09/01/2019,09/07/2019,23,43,30,0,56,42,0,194
Staten Island,Arrochar Playground,09/08/2019,09/14/2019,0,0,34,56,25,47,61,223
Staten Island,De Matti Park - CPI,09/01/2019,09/07/2019,0,0,0,0,0,21,15,36
Staten Island,De Matti Park - CPI,09/08/2019,09/14/2019,0,0,23,27,31,21,17,119
Staten Island,The Big Park,09/08/2019,09/14/2019,0,0,48,56,58,50,62,274
Brooklyn,John J Carty Park - CPI,09/09/2019,09/14/2019,0,0,0,0,20,28,39,87
Brooklyn,John J Carty Park - CPI,09/02/2019,09/07/2019,0,0,0,0,26,28,31,85
Brooklyn,John J Carty Park - CPI,08/19/2019,08/23/2019,0,0,0,0,23,31,24,78
Brooklyn,Sternberg Park - CPI,06/18/2017,06/23/2017,0,70,74,81,79,88,0,392
Brooklyn,John J Carty Park - CPI,08/26/2019,08/30/2019,0,0,0,0,26,36,24,86
Brooklyn,John J Carty Park - CPI,08/12/2019,08/17/2019,0,0,0,0,21,26,31,78
Manhattan,Columbus Park - CPI,09/08/2019,09/14/2019,0,0,16,34,0,44,81,175
Brooklyn,Vincent Abate Playground - CPI,09/02/2019,09/06/2019,0,37,42,38,47,42,0,206
Brooklyn,Sunset Playground,08/18/2019,08/24/2019,0,13,21,18,22,19,0,93
Brooklyn,Sunset Playground,09/08/2019,09/14/2019,0,12,15,13,19,22,0,81
Brooklyn,Sunset Playground,08/25/2019,08/31/2019,0,16,12,26,11,14,0,79
Queens,Colden Playground - CPI,09/08/2019,09/14/2019,95,0,0,0,0,73,87,255
Brooklyn,Vincent Abate Playground - CPI,08/12/2019,08/17/2019,0,36,32,42,30,35,0,175
Brooklyn,Sunset Playground,09/01/2019,09/07/2019,0,25,22,13,10,16,0,86
Brooklyn,Vincent Abate Playground - CPI,06/18/2017,06/23/2017,0,0,65,69,73,82,85,374
Bronx,Bathgate playground -CPI,09/14/2019,09/21/2019,0,0,0,0,74,105,64,243
Bronx,Rev. James Polite Playground - CPI,09/14/2019,09/21/2019,0,0,51,60,56,44,48,259
Bronx,Playground 52 -CPI,09/15/2019,09/21/2019,0,0,240,120,140,140,130,770
Bronx,Dawson Playground - CPI,09/15/2019,09/21/2019,0,0,23,26,29,45,155,278
Bronx,Willis Playground - CPI,09/15/2019,09/21/2019,0,0,20,35,45,15,40,155
Bronx,Clark Playground - CPI,09/15/2019,09/21/2019,0,0,180,150,0,180,160,670
Bronx,PFC Lozada Playground - CPI,09/15/2019,09/21/2019,0,0,150,153,143,158,184,788
Bronx,Claremont Park,09/15/2019,09/21/2019,0,0,40,60,40,50,75,265
Bronx,Slattery Playground - CPI,09/15/2019,09/21/2019,0,0,140,105,100,115,80,540
Bronx,Vincent Abate Playground - CPI,09/16/2019,09/21/2019,0,0,0,0,0,0,0,0
Manhattan,Seward Park - CPI,05/02/2017,05/06/2017,0,0,220,250,210,0,380,1060
Brooklyn,St Johns Playground - CPI,06/18/2017,06/23/2017,0,0,65,63,73,81,85,367
Bronx,Arcillia playground -CPI,09/15/2019,09/21/2019,0,0,45,50,35,40,45,215
Brooklyn,Vincent Abate Playground - CPI,08/19/2019,08/24/2019,0,35,40,38,40,36,0,189
Brooklyn,Sternberg Park - CPI,09/09/2019,09/14/2019,0,0,40,36,45,45,0,166
Brooklyn,Garibaldi Playground - CPI,09/09/2019,09/14/2019,0,0,121,101,0,0,0,222
Queens,Athens Square Park - CPI,09/15/2019,09/21/2019,0,0,107,95,20,120,0,342
Queens,Astoria Heights Playground,09/15/2019,09/21/2019,0,0,92,83,109,98,0,382
Manhattan,Seward Park - CPI,09/15/2019,09/21/2019,0,0,150,125,175,135,95,680
Brooklyn,Vincent Abate Playground - CPI,08/26/2019,08/31/2019,0,41,38,25,45,38,0,187
Brooklyn,William Sheridan Playground - CPI,09/16/2019,09/21/2019,0,0,65,84,109,114,0,372
Manhattan,Tompkins Square Park - CPI,09/15/2019,09/21/2019,0,0,202,166,255,197,0,820
Brooklyn,William Sheridan Playground - CPI,06/18/2017,06/23/2017,0,0,66,60,59,71,73,329
Manhattan,Columbus Park - CPI,09/15/2019,09/21/2019,0,0,15,14,22,28,72,151
